Site;Area_code;Plot_code;Scale;sw_x;sw_y;nw_x;nw_y;se_x;se_y;ne_x;ne_y;agb_fph;cred_fph_2.5;cred_fph_97.5;agb_chv;cred_chv_2.5;cred_chv_97.5;agb_loc;cred_loc_2.5;cred_loc_97.5;TCH;H50;GF20;STDV;BA;WD;Ndens
RABI;RAB074q;RABI;0.25ha;598027.9281;9787265.349;597988.9065;9787296.611;598059.1902;9787304.371;598020.1687;9787335.633;271.9;230.8;325.4;231.1;191.1;286.1;238.4;202.9;283.1;25.12344754;25.02000046;0.2228;6.308703488;22.0079561;0.655348017;456
RABI;RAB075q;RABI;0.25ha;597988.9065;9787296.611;597949.885;9787327.873;598020.1687;9787335.633;597981.1471;9787366.895;207.9;177.3;241.4;175;148.6;209.2;175.1;151.4;203.9;19.56607388;20.19000053;0.482786229;4.848781132;18.92546622;0.601434686;452
RABI;RAB076q;RABI;0.25ha;597949.885;9787327.873;597910.8635;9787359.135;597981.1471;9787366.895;597942.1256;9787398.157;388.1;292.2;544.3;349.2;247.6;523.4;340;255.3;475.2;25.33711569;23.39500046;0.391426282;10.71886009;25.96015191;0.699490791;460
RABI;RAB077q;RABI;0.25ha;597910.8635;9787359.135;597871.842;9787390.398;597942.1256;9787398.157;597903.1041;9787429.419;317.1;264;391.4;271.9;223;333.3;256.2;216.9;300.1;26.64734728;26.98833275;0.237389912;10.34305975;23.25046542;0.68356482;436
RABI;RAB078q;RABI;0.25ha;597871.842;9787390.398;597832.8205;9787421.66;597903.1041;9787429.419;597864.0826;9787460.681;407.7;330.3;524;353.7;282.5;462.3;344.8;280.1;431.9;22.9228085;22.18333054;0.394411178;9.433556692;29.12156173;0.655724499;468
RABI;RAB079q;RABI;0.25ha;597832.8205;9787421.66;597793.7989;9787452.922;597864.0826;9787460.681;597825.0611;9787491.943;400.3;325.4;490.2;339.9;275.2;421.9;349.8;289.4;422.9;28.07480632;29.31500053;0.235811351;10.10808778;27.39436436;0.690895713;484
RABI;RAB080q;RABI;0.25ha;597793.7989;9787452.922;597754.7774;9787484.184;597825.0611;9787491.943;597786.0395;9787523.205;252.9;198.4;330.2;217.2;167.2;282.7;214.9;170.8;274.9;19.20340841;18.84900093;0.558847078;6.847313083;18.97422688;0.68718045;460
RABI;RAB081q;RABI;0.25ha;598176.2547;9787210.584;598137.2332;9787241.846;598207.5169;9787249.606;598168.4954;9787280.868;419.9;344.5;515.6;361.4;291.6;454;359.1;299.3;434.9;25.78821128;24.74000549;0.343211854;10.28244487;28.62467801;0.686625342;476
RABI;RAB082q;RABI;0.25ha;598137.2332;9787241.846;598098.2117;9787273.108;598168.4954;9787280.868;598129.4738;9787312.13;364.5;287.6;476.7;319.4;247;431.7;330.5;259.8;432.7;24.92472268;24.6099987;0.28;8.204632515;26.24259994;0.671975535;516
RABI;RAB083q;RABI;0.25ha;598098.2117;9787273.108;598059.1902;9787304.371;598129.4738;9787312.13;598090.4523;9787343.392;306.7;261.5;365.1;261.6;222.3;313.7;264.8;222;312.6;27.07752316;28.89999771;0.11825809;6.580287077;24.89704952;0.611374501;408
RABI;RAB084q;RABI;0.25ha;598059.1902;9787304.371;598020.1687;9787335.633;598090.4523;9787343.392;598051.4308;9787374.654;320.5;264.6;401.9;274.9;219.8;356;282.6;235.9;352.2;26.65584378;27.22249985;0.245403677;8.031438354;24.26066652;0.652032932;408
RABI;RAB085q;RABI;0.25ha;598020.1687;9787335.633;597981.1471;9787366.895;598051.4308;9787374.654;598012.4093;9787405.916;220.7;173.7;282;191.5;148.5;250.9;191.5;153.5;251.2;22.00370027;18.94200134;0.515806323;11.68081827;18.89329317;0.596592539;416
RABI;RAB086q;RABI;0.25ha;597981.1471;9787366.895;597942.1256;9787398.157;598012.4093;9787405.916;597973.3878;9787437.178;360.3;287.3;460.6;311.8;248.1;400.6;305.7;249.1;381.5;28.77549032;29.43749809;0.262610088;10.71135045;24.87085492;0.698279047;456
RABI;RAB087q;RABI;0.25ha;597942.1256;9787398.157;597903.1041;9787429.419;597973.3878;9787437.178;597934.3662;9787468.441;795.2;607;1039.3;727;535;1003.5;732.6;566.5;958.6;36.64013514;39.36499786;0.041150619;8.208153643;41.2248773;0.782580242;372
RABI;RAB088q;RABI;0.25ha;597903.1041;9787429.419;597864.0826;9787460.681;597934.3662;9787468.441;597895.3447;9787499.703;479.2;388.7;616.6;425.4;330.4;560.5;421.5;339.2;535.5;34.17815681;35.29916954;0.072457966;7.911913524;34.98069172;0.616316784;412
RABI;RAB089q;RABI;0.25ha;597864.0826;9787460.681;597825.0611;9787491.943;597895.3447;9787499.703;597856.3232;9787530.965;360.7;277.8;469.3;321.6;243.4;449.2;318.8;245.8;420.9;24.3241247;20.9560051;0.474969964;13.7989089;27.95980077;0.594163703;420
RABI;RAB090q;RABI;0.25ha;597825.0611;9787491.943;597786.0395;9787523.205;597856.3232;9787530.965;597817.3017;9787562.227;245.1;204.6;297.4;207.6;170.5;255.4;197.2;165.4;237.8;21.81295854;21.06666756;0.447641886;8.97245154;19.15061475;0.661214565;404
RABI;RAB091q;RABI;0.25ha;598207.5169;9787249.606;598168.4954;9787280.868;598238.779;9787288.627;598199.7575;9787319.889;396.4;310.2;536.4;352.6;258;505.5;334.4;267.8;431.1;26.79567351;27.70000267;0.271817454;9.148100249;27.11644022;0.672736837;416
RABI;RAB092q;RABI;0.25ha;598168.4954;9787280.868;598129.4738;9787312.13;598199.7575;9787319.889;598160.736;9787351.151;205.7;167.1;265.2;178.9;137.4;246.6;180.9;143.3;235.2;23.34916551;23.43000031;0.408709549;9.502428556;18.2614592;0.588074292;428
RABI;RAB093q;RABI;0.25ha;598129.4738;9787312.13;598090.4523;9787343.392;598160.736;9787351.151;598121.7145;9787382.414;209.3;181;241.3;177.6;151.9;211.9;177.8;154.5;205.2;20.56287862;21.40000153;0.412094513;7.200188465;20.50679631;0.579715648;512
RABI;RAB094q;RABI;0.25ha;598090.4523;9787343.392;598051.4308;9787374.654;598121.7145;9787382.414;598082.6929;9787413.676;293.1;253.5;339.2;251;213;303.4;260.6;226.3;303;28.50754073;28.95000076;0.126551862;6.239399416;26.10365044;0.585911211;480
RABI;RAB095q;RABI;0.25ha;598051.4308;9787374.654;598012.4093;9787405.916;598082.6929;9787413.676;598043.6714;9787444.938;340.1;264.9;444;296.3;223;401.7;302.3;242;385.8;26.74787266;26.22036171;0.301758593;12.08345092;22.59146923;0.702082157;396
RABI;RAB096q;RABI;0.25ha;598012.4093;9787405.916;597973.3878;9787437.178;598043.6714;9787444.938;598004.6499;9787476.2;434.5;333.2;597;381.5;285.1;533.3;384.4;299.6;512.2;28.13171504;28.23300171;0.198723065;9.054536186;27.67551805;0.727283027;524
RABI;RAB097q;RABI;0.25ha;597973.3878;9787437.178;597934.3662;9787468.441;598004.6499;9787476.2;597965.6284;9787507.462;492.9;410.6;593.9;421.1;343.1;525.5;436.3;359.7;526.2;34.23874675;34.52800751;0.078431373;9.9569007;30.6869608;0.743969705;440
RABI;RAB098q;RABI;0.25ha;597934.3662;9787468.441;597895.3447;9787499.703;597965.6284;9787507.462;597926.6069;9787538.724;539.8;432.6;679.3;482;377.3;631.4;456.7;366.6;565.1;27.37627476;29.97000122;0.213055667;9.196327073;39.69296132;0.592010108;432
RABI;RAB099q;RABI;0.25ha;597895.3447;9787499.703;597856.3232;9787530.965;597926.6069;9787538.724;597887.5853;9787569.986;415.5;343.1;507.4;361.9;296.5;454.7;350.6;292.3;431;28.25098766;27.56749916;0.080064051;5.984158134;31.58784705;0.618099475;432
RABI;RAB100q;RABI;0.25ha;597856.3232;9787530.965;597817.3017;9787562.227;597887.5853;9787569.986;597848.5638;9787601.248;357.9;292.8;455.3;309.9;245.9;410.1;307.1;250.2;384.1;24.79529181;24.12499809;0.290232186;8.043005301;26.5805442;0.659272385;492
MONDAH;MNG03h;MNG03;1ha;536494.2497;63122.2448;536477.9171;63220.90201;536592.907;63138.57739;536576.5744;63237.23461;528.3;484.4;574.4;497.9;448.8;553.4;510.6;468.5;561.3;44.96846624;45.97599792;0.005402701;4.948298366;47.59409983;0.490477779;445
MONDAH;MNG04h;MNG04;1ha;535986.2569;63696.56049;535975.9777;63796.03077;536085.7272;63706.83975;536075.4479;63806.31003;460.4;421.9;508.7;423.8;380;472.8;444;403.2;487.7;32.9853275;34.27700043;0.0783;7.7104348;35.30479491;0.609866798;440
MONDAH;MON01h;MON01;1ha;535821.4952;61317.51227;535822.5424;61417.50679;535921.4898;61316.46509;535922.5369;61416.45961;31.9;26;39.8;29.4;23.3;37.1;25.6;21.3;30.6;5.905987419;1.934999466;0.887388739;9.098624304;3.734078964;0.472630752;111
MONDAH;MON02h;MON02;1ha;535401.3663;60906.41522;535394.5648;61006.18365;535501.1347;60913.21675;535494.3332;61012.98518;338.5;278.6;422.6;330.1;259.8;432;294.7;248.7;357.8;20.55815708;20.81200027;0.470452955;14.03132198;24.358341;0.624997419;398
MONDAH;MON03h;MON03;1ha;536089.5492;60653.96664;536079.6172;60753.4722;536189.0547;60663.89862;536179.1228;60763.40418;62.1;55.2;70.2;56.7;50.3;65.1;56.8;51.1;63.3;7.848973309;4.239665985;0.910608939;7.325203162;8.202430598;0.462820502;300
MONDAH;MON05h;MON05;1ha;538050.3215;62202.44361;538041.7798;62302.07814;538149.9561;62210.98531;538141.4144;62310.61984;111.7;99.5;125.8;102;88.9;117.4;93.2;83.8;104.5;9.737215826;8.691999435;0.898230531;8.433476542;12.0424959;0.499489086;293
MONDAH;MON09h;MON09;1ha;536653.5386;60327.21113;536651.9679;60427.19879;536753.5262;60328.78186;536751.9555;60428.76953;3;2.2;4;2.7;2.1;3.6;2.3;1.7;3;2.208747504;0.96199894;0.98910109;3.714056083;0.463416332;0.465363709;26
MONDAH;MON10h;MON10;1ha;535942.2917;59708.04645;535940.1975;59808.02452;536042.2698;59710.14069;536040.1755;59810.11876;125.8;107.3;150.4;116.2;97.6;141.5;103.4;88.1;121.4;14.40382932;14.829;0.6182;11.07844966;11.78334435;0.518200907;226
MONDAH;MON11h;MON11;1ha;535534.7481;59498.40118;535537.0168;59598.37544;535634.7223;59496.13244;535636.9911;59596.1067;40.3;36.1;44.8;36.6;32.9;41;35;31.6;39.2;9.050722644;8.736167908;0.97350265;5.472969984;5.534849298;0.480760245;217
MONDAH;MON13h;MON13;1ha;539705.5754;63710.63226;539709.2398;63810.56509;539805.5082;63706.96788;539809.1726;63806.90072;282.2;251.5;323.2;258.5;225.1;299.3;247.8;222.9;275.9;19.95774911;20.63183594;0.484954514;12.87652186;23.14835737;0.598951038;454
MONDAH;MON14h;MON14;1ha;546908.064;64326.25602;546908.4131;64426.25541;547008.0634;64325.90695;547008.4125;64425.90634;175.9;154.7;202.1;164.1;142.9;192.4;149.9;132.7;168.2;15.3012826;14.85249949;0.6632;9.2770848;20.35522782;0.435488473;468
MONDAH;MON19h;MON19;1ha;541754.2302;63887.69294;541762.598;63987.34223;541853.8795;63879.32516;541862.2473;63978.97444;4.2;3.4;5.2;3.9;3.1;4.7;3.4;2.8;4.2;1.490513836;0.507164955;0.99950005;2.217441273;0.639391074;0.510726718;39
MONDAH;MON20h;MON20;1ha;540883.966;63313.1519;540888.6766;63413.04089;540983.855;63308.44125;540988.5656;63408.33024;87.5;70.1;113.9;81.9;64;109.2;70.3;58.7;85.9;18.69476077;18.86000061;0.518451845;12.23452295;9.796514765;0.456014439;276
MONDAH;MON21h;MON21;1ha;546959.7132;68143.03979;546959.5387;68243.03964;547059.7131;68143.21432;547059.5385;68243.21417;2.5;1.9;3.3;2.3;1.8;2.9;2.4;1.8;3.1;-;-;-;-;0.376617269;0.543737279;27
MONDAH;MON21Ah;MON21A;1ha;542439.7442;63701.09032;542438.3479;63801.08057;542539.7344;63702.48654;542538.3382;63802.47679;171.7;158.5;186;155.4;142.3;169.4;160.3;148.3;174.1;13.76456239;15.06399822;0.8082;7.244863535;18.34118575;0.532292938;457
MONDAH;MON22h;MON22;1ha;538561.0344;64654.2711;538560.1617;64754.26729;538661.0306;64655.14375;538660.1579;64755.13994;342.7;305;389.5;314.6;275.2;363.1;289.1;258.2;322.5;18.54093133;20.0615015;0.4969;9.240112141;24.2194017;0.684806432;452
MONDAH;MON23h;MON23;1ha;535119.2775;60234.95905;535118.2303;60334.95356;535219.272;60236.00623;535218.2249;60336.00074;150.3;133;171.3;139.2;121.2;162.1;128.8;115.1;144.9;20.80589564;21.50920105;0.447244724;9.335960586;15.78521346;0.474367745;308
MONDAH;MND01q1;MND01;0.25ha;539663.2964;60686.82798;539663.2964;60736.82798;539713.2964;60686.82798;539713.2964;60736.82798;433;368;511.3;410.1;337.4;494.6;416.6;351.9;506.8;43.45068072;44.73553658;0.0024;5.226970062;46.63642144;0.410055765;384
MONDAH;MND01q2;MND01;0.25ha;539663.2964;60736.82798;539663.2964;60786.82798;539713.2964;60736.82798;539713.2964;60786.82798;431.3;360.5;517.2;411.7;332.7;506.8;402.5;330.6;486.3;46.06009023;46.53499985;0;2.874381056;45.27783655;0.404393991;336
MONDAH;MND01q3;MND01;0.25ha;539663.2964;60786.82798;539663.2964;60836.82798;539713.2964;60786.82798;539713.2964;60836.82798;457.6;381.6;538.3;438.4;362;537.3;429.1;358.4;507.7;44.54044016;46.17346573;0.0016;4.948987662;49.22939463;0.392896059;360
MONDAH;MND01q4;MND01;0.25ha;539663.2964;60836.82798;539663.2964;60886.82798;539713.2964;60836.82798;539713.2964;60886.82798;462.6;386.9;552;443.6;364.3;543;454.5;378.2;543.5;45.67824615;46.33833313;0.0012;3.91810419;48.31786466;0.402570535;308
MONDAH;MND02q1;MND02;0.25ha;537185.7696;63612.15213;537187.3401;63662.12746;537235.7449;63610.58159;537237.3154;63660.55692;332.7;282.1;393.4;306.2;252.2;375.7;319.1;266.4;381.2;44.81372088;45.06899643;0;2.482450011;29.5347597;0.539027638;388
MONDAH;MND02q2;MND02;0.25ha;537187.3401;63662.12746;537188.9106;63712.10278;537237.3154;63660.55692;537238.886;63710.53225;486.7;394.5;595.8;469.5;370;588.5;484.2;396.1;592.7;41.35816455;41.87299919;0.0136;5.121235778;41.62853739;0.500255262;364
MONDAH;MND02q3;MND02;0.25ha;537188.9106;63712.10278;537190.4812;63762.07811;537238.886;63710.53225;537240.4565;63760.50757;512.3;436.8;607.5;483.4;407.3;575;496.8;416.7;585.9;44.74475769;45.35271454;0.007996801;3.911213497;50.34342223;0.442782855;420
MONDAH;MND02q4;MND02;0.25ha;537190.4812;63762.07811;537192.0517;63812.05344;537240.4565;63760.50757;537242.027;63810.4829;572.4;493.6;668.7;553.5;461.9;672.3;572.5;481.8;673.6;39.03502951;42.80371857;0.093637455;9.922248459;56.61291648;0.436114034;428
MONDAH;MNG03q1;MNG03;0.25ha;536494.2497;63122.2448;536486.0834;63171.5734;536543.5784;63130.41109;536535.4121;63179.7397;574.6;495.5;670.7;541.5;457.5;645.9;564.2;480.7;660.9;45.30557807;45.99850464;0;3.371055961;53.04514793;0.47737436;500
MONDAH;MNG03q2;MNG03;0.25ha;536486.0834;63171.5734;536477.9171;63220.90201;536535.4121;63179.7397;536527.2458;63229.06831;546.2;461.2;653.9;512.6;426;628.1;516.1;431.2;624.6;47.92683211;48.32250214;0.003202562;3.531740639;50.18574255;0.475302308;452
MONDAH;MNG03q3;MNG03;0.25ha;536543.5784;63130.41109;536535.4121;63179.7397;536592.907;63138.57739;536584.7407;63187.906;426.2;360.7;502;400.1;331.6;482.8;416.8;352.1;486.7;43.41092606;44.6135025;0.006405124;5.068227801;39.18303685;0.504776135;444
MONDAH;MNG03q4;MNG03;0.25ha;536535.4121;63179.7397;536527.2458;63229.06831;536584.7407;63187.906;536576.5744;63237.23461;566.2;480.7;666;537.6;441.9;647.9;545.3;454.5;644.2;43.23095438;44.71500015;0.012004802;5.842693167;47.96247199;0.50916764;384
MONDAH;MNG04q1;MNG04;0.25ha;535986.2569;63696.56049;535981.1173;63746.29563;536035.992;63701.70012;536030.8524;63751.43526;628.7;524.8;753.8;587.8;479.8;723.5;610.5;504.8;751.4;35.79555534;36.27083588;0.017193123;6.363287633;46.89511274;0.596705786;488
MONDAH;MNG04q2;MNG04;0.25ha;535981.1173;63746.29563;535975.9777;63796.03077;536030.8524;63751.43526;536025.7128;63801.1704;380;332.1;438.4;343.1;299.6;391.5;362.2;315;415.7;29.482239;31.02900124;0.194;8.634842685;31.69421824;0.607485574;488
MONDAH;MNG04q3;MNG04;0.25ha;536035.992;63701.70012;536030.8524;63751.43526;536085.7272;63706.83975;536080.5876;63756.57489;360.5;300.1;436;335;271.9;413.5;344.2;283.3;420.5;34.0229529;34.60100174;0.032786885;7.216239269;29.0972081;0.574198056;340
MONDAH;MNG04q4;MNG04;0.25ha;536030.8524;63751.43526;536025.7128;63801.1704;536080.5876;63756.57489;536075.4479;63806.31003;472.3;399.9;568.9;429.3;354.6;526;459.2;390.6;544.1;32.63874635;34.33349991;0.069255404;7.026604872;33.53264056;0.661473799;444
MONDAH;MON01q1;MON01;0.25ha;535821.4952;61317.51227;535822.0188;61367.50953;535871.4925;61316.98868;535872.0161;61366.98594;15.5;11.5;20.7;13.9;10.1;18.8;13.8;10.1;18.4;3.090692909;1.865329742;0.976809276;4.512851948;2.014807041;0.514630564;92
MONDAH;MON01q2;MON01;0.25ha;535822.0188;61367.50953;535822.5424;61417.50679;535872.0161;61366.98594;535872.5397;61416.9832;7.2;5.4;9.8;6.6;5;8.7;6.8;4.8;9.3;2.128779296;1.579498291;0.9876;3.04023768;1.213647508;0.461091067;72
MONDAH;MON01q3;MON01;0.25ha;535871.4925;61316.98868;535872.0161;61366.98594;535921.4898;61316.46509;535922.0134;61366.46235;40.4;27.8;59;37.2;24.9;54.9;31.1;22;43.3;6.832403611;1.975997925;0.87234894;9.106300309;4.247775701;0.488090112;96
MONDAH;MON01q4;MON01;0.25ha;535872.0161;61366.98594;535872.5397;61416.9832;535922.0134;61366.46235;535922.5369;61416.45961;64.6;46.7;92.8;59.8;42.7;88.2;50.6;38.2;67.3;11.57583848;2.952999115;0.712685074;12.78875733;7.460085605;0.454362289;184
MONDAH;MON02q1;MON02;0.25ha;535401.3663;60906.41522;535397.9656;60956.29943;535451.2505;60909.81598;535447.8498;60959.7002;212;163.1;271.2;197.6;149.4;258.1;183.5;145.9;230.2;13.56318829;13.5929985;0.630947621;11.98561991;18.4619525;0.559751302;348
MONDAH;MON02q2;MON02;0.25ha;535397.9656;60956.29943;535394.5648;61006.18365;535447.8498;60959.7002;535444.449;61009.58441;139.6;103.7;190;129.9;94.8;190.4;151.5;108.5;222.1;13.42675793;11.57774973;0.6556;12.93142031;13.40084674;0.532644052;316
MONDAH;MON02q3;MON02;0.25ha;535451.2505;60909.81598;535447.8498;60959.7002;535501.1347;60913.21675;535497.734;60963.10096;823.2;604.9;1153.7;831.7;564.2;1232.4;674.8;514.3;927.7;33.36425242;34.39700317;0.12594962;10.73773455;47.24853878;0.696362948;428
MONDAH;MON02q4;MON02;0.25ha;535447.8498;60959.7002;535444.449;61009.58441;535497.734;60963.10096;535494.3332;61012.98518;179.4;153.1;211.1;161.2;138.2;191.3;169;143.7;200.9;21.87663264;20.65000153;0.469387755;9.791554651;18.32202597;0.564782686;500
MONDAH;MON03q1;MON03;0.25ha;536089.5492;60653.96664;536084.5832;60703.71942;536139.302;60658.93263;536134.336;60708.68541;30.5;21.9;45.2;27.2;19.6;39.7;29.9;21.4;43;4.54229663;2.98633194;0.966013595;4.999640389;3.92305126;0.514963725;244
MONDAH;MON03q2;MON03;0.25ha;536084.5832;60703.71942;536079.6172;60753.4722;536134.336;60708.68541;536129.37;60758.43819;19.4;13.7;28;17.7;12.8;25.6;16.5;12.1;22.2;3.537105547;2.767999649;0.98003992;4.035774033;3.039710804;0.404644368;144
MONDAH;MON03q3;MON03;0.25ha;536139.302;60658.93263;536134.336;60708.68541;536189.0547;60663.89862;536184.0888;60713.6514;76.8;63.7;94;70.7;58;89.1;69;57.6;81.8;10.4682868;11.625;0.949498998;6.301434744;10.17631918;0.462477653;332
MONDAH;MON03q4;MON03;0.25ha;536134.336;60708.68541;536129.37;60758.43819;536184.0888;60713.6514;536179.1228;60763.40418;121.7;103.4;142.1;111.2;94.4;132.4;111.9;96.3;129;12.86338929;11.17152596;0.7468;8.495954329;15.67064115;0.461274109;480
MONDAH;MON05q1;MON05;0.25ha;538050.3215;62202.44361;538046.0507;62252.26088;538100.1388;62206.71446;538095.8679;62256.53172;182.7;146.7;226.3;166.2;130.5;213.6;143;115.3;179.1;11.22548536;10.09399796;0.819272291;10.38598205;16.65729916;0.547276021;368
MONDAH;MON05q2;MON05;0.25ha;538046.0507;62252.26088;538041.7798;62302.07814;538095.8679;62256.53172;538091.5971;62306.34899;184.2;158.9;221;169.4;139.9;205.1;153.7;133.3;177.9;15.64187805;15.28435659;0.8404;5.584838904;22.33460948;0.462100321;564
MONDAH;MON05q3;MON05;0.25ha;538100.1388;62206.71446;538095.8679;62256.53172;538149.9561;62210.98531;538145.6852;62260.80257;31.6;22.8;43;28.4;20.4;39.2;29.9;21.3;41.7;5.8163833;3.891708374;0.974010396;6.179709467;3.462198467;0.52214624;96
MONDAH;MON05q4;MON05;0.25ha;538095.8679;62256.53172;538091.5971;62306.34899;538145.6852;62260.80257;538141.4144;62310.61984;48.4;37.4;63.3;43.9;33.8;58.6;46.2;34.8;61.8;6.267477521;4.523999214;0.959216313;6.543071069;5.715876506;0.487095631;144
MONDAH;MON09q1;MON09;0.25ha;536653.5386;60327.21113;536652.7532;60377.20496;536703.5324;60327.9965;536702.747;60377.99033;2.5;1.3;4.4;2.3;1.2;4;1.8;1;3.1;2.316476627;0.852999687;1;3.555536681;0.338732803;0.550467742;20
MONDAH;MON09q2;MON09;0.25ha;536652.7532;60377.20496;536651.9679;60427.19879;536702.747;60377.99033;536701.9617;60427.98416;1.6;0.9;2.4;1.5;1;2.2;1.5;0.9;2.4;0.955149067;0.206998825;1;2.158489902;0.302623337;0.482651896;28
MONDAH;MON09q3;MON09;0.25ha;536703.5324;60327.9965;536702.747;60377.99033;536753.5262;60328.78186;536752.7409;60378.77569;0.7;0.4;1.2;0.6;0.4;1;0.7;0.3;1.3;1.110454181;1.010427475;1;0.84880181;0.152106492;0.42919043;16
MONDAH;MON09q4;MON09;0.25ha;536702.747;60377.99033;536701.9617;60427.98416;536752.7409;60378.77569;536751.9555;60428.76953;7;4.6;10.5;6.4;4.3;9.5;5.1;3.3;7.6;4.45146852;3.351999283;0.956417433;5.416542551;1.060202698;0.438428156;40
MONDAH;MON10q1;MON10;0.25ha;535942.2917;59708.04645;535941.2446;59758.03549;535992.2808;59709.09357;535991.2336;59759.08261;115.4;67.5;198.5;107.2;60.2;192.9;91;58.3;144.6;13.33352186;11.15899849;0.68867547;11.85299714;7.699638328;0.658863801;120
MONDAH;MON10q2;MON10;0.25ha;535941.2446;59758.03549;535940.1975;59808.02452;535991.2336;59759.08261;535990.1865;59809.07164;132.5;104.8;167.7;122.7;96.6;156.4;111.4;89.8;139.1;8.402900906;3.304847717;0.803278689;9.768897391;14.72879795;0.459785315;340
MONDAH;MON10q3;MON10;0.25ha;535992.2808;59709.09357;535991.2336;59759.08261;536042.2698;59710.14069;536041.2227;59760.12973;75.8;58.6;101.4;70.1;53.2;91.1;61.4;49.4;77.8;15.59648201;15.77999783;0.631747301;9.625774713;9.077688521;0.461071567;236
MONDAH;MON10q4;MON10;0.25ha;535991.2336;59759.08261;535990.1865;59809.07164;536041.2227;59760.12973;536040.1755;59810.11876;179.4;139.3;233.3;164.8;127.5;216.3;149.7;116;189.8;20.28626065;22.37199974;0.348939576;9.449851841;15.62725261;0.537138361;208
MONDAH;MON11q1;MON11;0.25ha;535534.7481;59498.40118;535535.8824;59548.38831;535584.7352;59497.26681;535585.8696;59547.25394;24.8;19.5;31.3;22.4;17.8;28.5;18.4;14.4;23.5;9.423415961;8.55699873;0.9836;5.223839122;3.491638332;0.457937022;112
MONDAH;MON11q2;MON11;0.25ha;535535.8824;59548.38831;535537.0168;59598.37544;535585.8696;59547.25394;535587.0039;59597.24107;36.7;28.9;47.2;33.2;26.7;43;29.6;24.4;36.5;8.679531522;7.365499735;0.9496;5.443077664;5.022357361;0.496620295;256
MONDAH;MON11q3;MON11;0.25ha;535584.7352;59497.26681;535585.8696;59547.25394;535634.7223;59496.13244;535635.8567;59546.11957;36;27.8;46.8;32.9;25.7;42.7;34.3;26;44.8;7.597848263;7.41699934;0.988;5.924216073;4.503828069;0.491670929;136
MONDAH;MON11q4;MON11;0.25ha;535585.8696;59547.25394;535587.0039;59597.24107;535635.8567;59546.11957;535636.9911;59596.1067;63.7;55.1;73.2;58;50.5;67.2;57.7;50.3;67;10.50151451;10.75414085;0.972810876;4.831698952;9.121573429;0.474617563;364
MONDAH;MON13q1;MON13;0.25ha;539705.5754;63710.63226;539707.4076;63760.59867;539755.5418;63708.80007;539757.374;63758.76649;368.6;308.2;443.5;335.2;277.7;411.5;329.2;277.1;395.8;26.77137871;28.67100143;0.277489004;10.8195655;27.65028478;0.649685981;472
MONDAH;MON13q2;MON13;0.25ha;539707.4076;63760.59867;539709.2398;63810.56509;539757.374;63758.76649;539759.2062;63808.73291;294.5;250.9;344.6;267.1;225;318.6;256.9;217.5;305.1;21.6272347;23.04296494;0.3808;9.704446463;24.45624009;0.589652871;352
MONDAH;MON13q3;MON13;0.25ha;539755.5418;63708.80007;539757.374;63758.76649;539805.5082;63706.96788;539807.3404;63756.9343;187.5;149.2;241.9;172.4;133.9;227.8;165.7;131.5;208.2;16.14619545;12.12299824;0.670131947;16.42821708;17.67518461;0.533051705;428
MONDAH;MON13q4;MON13;0.25ha;539757.374;63758.76649;539759.2062;63808.73291;539807.3404;63756.9343;539809.1726;63806.90072;278.2;204.3;401.7;259.1;180.6;383.7;239.4;182.9;317.6;15.28685512;17.14300156;0.611355458;9.832240271;22.81172001;0.598483975;564
MONDAH;MON14q1;MON14;0.25ha;546908.064;64326.25602;546908.2386;64376.25571;546958.0637;64326.08148;546958.2383;64376.08118;285.8;227.4;368;270.6;210.8;356.8;226.6;182.8;280.1;20.69266083;21.55949879;0.3732;7.380770953;29.10451545;0.44670632;368
MONDAH;MON14q2;MON14;0.25ha;546908.2386;64376.25571;546908.4131;64426.25541;546958.2383;64376.08118;546958.4128;64426.08087;217;179;269.2;199.8;160.2;252.1;184.9;154.9;223.5;17.05721555;17.90583324;0.63;8.988687672;25.78866493;0.428050098;564
MONDAH;MON14q3;MON14;0.25ha;546958.0637;64326.08148;546958.2383;64376.08118;547008.0634;64325.90695;547008.238;64375.90665;132.4;99.6;179.4;122.6;91.5;174.1;122.9;88.9;170.1;12.87690171;13.25800037;0.7808;8.184638523;13.67670371;0.478989347;288
MONDAH;MON14q4;MON14;0.25ha;546958.2383;64376.08118;546958.4128;64426.08087;547008.238;64375.90665;547008.4125;64425.90634;68.4;60.9;77.9;63.4;55.6;72.5;65.1;56.6;75.2;10.57835229;7.803258896;0.8688;9.04111929;12.85102718;0.378713805;652
MONDAH;MON19q1;MON19;0.25ha;541754.2302;63887.69294;541758.4141;63937.51758;541804.0549;63883.50905;541808.2388;63933.33369;10.2;7.7;13.2;9.3;7.1;12.1;8.7;6.5;11.3;2.177188709;1.052999496;1;2.847598031;1.536917392;0.505726801;88
MONDAH;MON19q2;MON19;0.25ha;541758.4141;63937.51758;541762.598;63987.34223;541808.2388;63933.33369;541812.4226;63983.15833;0.4;0.1;0.8;0.4;0.2;0.7;0.4;0.1;0.9;0.930492686;0.348999023;0.998;1.607267632;0.068741189;0.58263825;8
